Lake Name,County,State,SurveyName,Contributor Name,Year,Month,Day,Date,Approx Time of Day,Elapsed Time (sec),Surface Water Temperature (oF),Conductivity (µS/cm),Latitude,Longitude,Location Name,Notes
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1115,71.4,,42.08947,-85.83363,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1120,71.4,,42.08939,-85.8337,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1125,71.4,,42.08931,-85.83377,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1130,71.4,,42.08924,-85.83385,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1135,71.4,,42.08917,-85.83393,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1140,71.4,,42.08911,-85.83401,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1145,71.4,,42.08905,-85.83411,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1150,71.4,,42.08899,-85.8342,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1155,71.4,,42.08893,-85.8343,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1160,71.4,,42.08888,-85.8344,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1165,71.3,,42.08885,-85.83447,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1170,71.3,,42.08877,-85.83459,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1175,71.3,,42.08872,-85.83469,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1180,71.3,,42.08866,-85.83477,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1185,71.3,,42.0886,-85.83485,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1190,71.3,,42.08852,-85.83492,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1195,71.2,,42.08845,-85.83498,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1200,71.3,,42.08837,-85.83504,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1205,71.3,,42.0883,-85.83511,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1210,71.3,,42.08822,-85.83519,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1215,71.3,,42.08815,-85.83527,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1220,71.3,,42.08808,-85.83535,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1225,71.3,,42.08802,-85.83542,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1230,71.3,,42.08795,-85.83553,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1235,71.3,,42.08789,-85.83562,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1240,71.3,,42.08784,-85.8357,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1245,71.2,,42.08777,-85.83582,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1250,71.1,,42.08771,-85.83591,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1255,71.1,,42.08766,-85.83598,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1260,71.1,,42.0876,-85.83608,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1265,71,,42.08757,-85.83614,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1270,71.3,,42.08754,-85.83624,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1275,71.8,,42.0875,-85.8363,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1280,72.4,,42.08747,-85.83638,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1285,72.8,,42.08745,-85.83643,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1290,73.1,,42.08743,-85.83654,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1295,73.3,,42.0874,-85.83665,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1300,73.6,,42.08738,-85.83675,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1305,74,,42.08735,-85.83685,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1310,74.4,,42.08734,-85.83696,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1315,74.7,,42.08733,-85.83706,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1320,74.9,,42.08733,-85.83714,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1325,74.9,,42.08734,-85.83723,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1330,74.9,,42.08736,-85.83736,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1335,74.9,,42.08738,-85.83746,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1340,75,,42.0874,-85.83757,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1345,75,,42.08741,-85.83765,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1350,75,,42.08743,-85.83778,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1355,74.9,,42.08745,-85.83788,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1360,74.9,,42.08746,-85.83799,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1365,74.9,,42.08747,-85.8381,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1370,74.9,,42.08747,-85.8382,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1375,74.9,,42.08747,-85.83831,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1380,74.9,,42.08746,-85.83839,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1385,74.8,,42.08745,-85.8385,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1390,74.9,,42.08742,-85.83862,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1395,74.9,,42.08739,-85.83872,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1400,74.8,,42.08735,-85.83882,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1405,74.8,,42.08731,-85.83889,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1410,74.7,,42.08724,-85.83898,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1415,74.7,,42.08718,-85.83904,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1420,74.6,,42.08712,-85.83909,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1425,74.5,,42.08705,-85.83914,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1430,74.4,,42.08696,-85.8392,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1435,74.4,,42.08688,-85.83922,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1440,74.3,,42.08682,-85.83923,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1445,74.1,,42.08672,-85.83924,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1450,73.2,,42.08663,-85.83924,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1455,73.1,,42.08654,-85.83924,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1460,73.3,,42.08646,-85.83923,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1465,73.2,,42.08637,-85.83923,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1470,73,,42.08625,-85.83922,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1475,72.7,,42.08618,-85.8392,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1480,72.5,,42.08607,-85.83918,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1485,72.3,,42.08598,-85.83913,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1490,71.8,,42.0859,-85.83908,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1495,71.6,,42.08583,-85.839,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1500,71.5,,42.08576,-85.83893,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1505,71.4,,42.08571,-85.83886,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1510,71.4,,42.08564,-85.83875,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1515,71.4,,42.08558,-85.83865,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1520,71.4,,42.08553,-85.83855,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1525,71.3,,42.08549,-85.83846,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1530,71.4,,42.08545,-85.83833,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1535,71.4,,42.08541,-85.83821,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1540,71.4,,42.08538,-85.8381,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1545,71.4,,42.08535,-85.83798,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1550,71.5,,42.08533,-85.83786,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1555,71.6,,42.08532,-85.83774,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1560,71.6,,42.08531,-85.83761,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1565,71.7,,42.08531,-85.83749,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1570,71.6,,42.08531,-85.83736,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1575,71.6,,42.08532,-85.83724,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1580,71.6,,42.08533,-85.83717,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1585,71.6,,42.08533,-85.83717,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1590,71.6,,42.08536,-85.83699,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1595,71.6,,42.08536,-85.83699,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1600,71.6,,42.08543,-85.83665,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1605,71.6,,42.08545,-85.83656,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1610,71.6,,42.08548,-85.83639,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1615,71.6,,42.08551,-85.83627,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1620,71.6,,42.08554,-85.83615,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1625,71.6,,42.08558,-85.83604,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1630,71.6,,42.08562,-85.83592,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1635,71.7,,42.08566,-85.83581,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1640,71.9,,42.0857,-85.83569,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1645,71.9,,42.08574,-85.83561,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1650,71.8,,42.0858,-85.83548,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1655,71.8,,42.08585,-85.83537,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1660,71.7,,42.0859,-85.83527,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1665,71.7,,42.08596,-85.83517,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1670,71.6,,42.08598,-85.8351,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1675,71.6,,42.08605,-85.83495,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1680,71.6,,42.0861,-85.83484,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1685,71.6,,42.08614,-85.83474,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1690,71.6,,42.08619,-85.83463,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1695,71.6,,42.08625,-85.83453,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1700,71.7,,42.08631,-85.83441,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1705,71.7,,42.08635,-85.83432,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1710,71.7,,42.08643,-85.83419,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1715,71.7,,42.08649,-85.83408,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1720,71.6,,42.08655,-85.83395,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1725,71.6,,42.08661,-85.83384,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1730,71.7,,42.08667,-85.83372,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1735,71.8,,42.08673,-85.8336,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1740,71.9,,42.0868,-85.83349,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1745,71.9,,42.08686,-85.83337,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1750,71.9,,42.08693,-85.83326,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1755,71.9,,42.087,-85.83315,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1760,71.9,,42.08707,-85.83304,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1765,71.9,,42.08712,-85.83295,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1770,72,,42.08721,-85.83282,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1775,72.2,,42.08728,-85.83272,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1780,72.4,,42.08734,-85.83262,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1785,72.5,,42.08739,-85.83253,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1790,72.6,,42.08746,-85.83239,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1795,72.7,,42.08751,-85.83228,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1800,72.8,,42.08757,-85.83215,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1805,72.8,,42.08762,-85.83204,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1810,72.9,,42.08767,-85.83192,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1815,72.9,,42.08771,-85.83183,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1820,72.8,,42.08777,-85.83168,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1825,72.8,,42.08781,-85.83158,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1830,72.7,,42.08786,-85.83144,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1835,72.7,,42.0879,-85.83132,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1840,72.8,,42.08794,-85.8312,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1845,72.9,,42.08796,-85.83115,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1850,72.9,,42.08803,-85.83096,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1855,72.7,,42.08808,-85.83084,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1860,72.4,,42.08814,-85.83073,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1865,72.4,,42.08818,-85.83064,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1870,72.5,,42.08824,-85.83051,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1875,72.6,,42.08829,-85.83039,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1880,72.5,,42.08834,-85.83028,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1885,72.5,,42.08839,-85.83018,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1890,72.5,,42.08845,-85.83004,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1895,72.5,,42.08849,-85.82993,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1900,72.5,,42.08854,-85.8298,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1905,72.5,,42.08859,-85.82968,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1910,72.6,,42.08863,-85.82957,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1915,72.6,,42.08868,-85.82944,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1920,72.6,,42.08873,-85.82932,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1925,72.6,,42.08878,-85.82921,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1930,72.7,,42.08883,-85.82909,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1935,72.7,,42.08887,-85.82896,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1940,72.7,,42.08891,-85.82884,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1945,72.7,,42.08894,-85.82874,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1950,72.7,,42.08899,-85.82858,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1955,72.7,,42.08903,-85.82845,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1960,72.6,,42.08907,-85.82833,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1965,72.6,,42.08911,-85.8282,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1970,72.6,,42.08915,-85.82807,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1975,72.6,,42.08918,-85.82794,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1980,72.5,,42.0892,-85.82781,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1985,72.6,,42.08922,-85.82768,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1990,72.5,,42.08924,-85.82755,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,1995,72.5,,42.08926,-85.82742,Main Lake,
Cedar Lake,Van Buren,Michigan,pontoonvoyage1,D. McLaughlin,2020,6,2,6/2/20,,2000,72.4,,42.08926,-85.82729,Main Lake,
