Lake Name,County,State,SurveyName,Contributor Name,Year,Month,Day,Date,Approx Time of Day,Elapsed Time (sec),Surface Water Temperature (oF),Conductivity (µS/cm),Latitude,Longitude,Location Name,Notes
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:02:30,150,,319,42.08891,-85.82564,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:03:00,180,,323,42.08893,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:03:30,210,,324,42.08896,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:04:00,240,,326,42.08898,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:04:30,270,,326,42.08898,-85.82566,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:05:00,300,,326,42.08898,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:05:30,330,,326,42.08897,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:06:00,360,,326,42.08896,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:06:30,390,,326,42.08899,-85.82567,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:07:00,420,,325,42.08901,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:07:30,450,,325,42.089,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:08:00,480,,326,42.08895,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:08:30,510,,326,42.08898,-85.82566,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:09:00,540,,325,42.08901,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:09:30,570,,325,42.08904,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:10:00,600,,325,42.08899,-85.82569,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:10:30,630,,325,42.08896,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:11:00,660,,325,42.089,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:11:30,690,,325,42.08898,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:12:00,720,,325,42.089,-85.82569,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:12:30,750,,325,42.08899,-85.8257,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:13:00,780,,325,42.08896,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:13:30,810,,325,42.08895,-85.82568,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:14:30,870,,322,42.08895,-85.82571,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:15:00,900,,321,42.08891,-85.82571,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:15:30,930,,321,42.08893,-85.8257,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:16:00,960,,321,42.08891,-85.82578,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:16:30,990,,320,42.08899,-85.8258,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:17:00,1020,,318,42.089,-85.82589,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:17:30,1050,,318,42.08892,-85.82592,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:18:00,1080,,318,42.08885,-85.82612,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:18:30,1110,,319,42.08877,-85.82639,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:19:00,1140,,317,42.08866,-85.82671,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:19:30,1170,,317,42.08854,-85.8271,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:20:00,1200,,317,42.08844,-85.82747,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:20:30,1230,,317,42.08832,-85.82776,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:21:00,1260,,317,42.08818,-85.82814,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:21:30,1290,,317,42.08807,-85.82858,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:22:00,1320,,317,42.08794,-85.829,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:22:30,1350,,317,42.08783,-85.82944,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:23:00,1380,,317,42.08774,-85.82989,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:23:30,1410,,317,42.08771,-85.83016,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:24:00,1440,,317,42.08761,-85.83059,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:24:30,1470,,317,42.08748,-85.831,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:25:00,1500,,317,42.08734,-85.83142,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:25:30,1530,,317,42.0872,-85.8318,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:26:00,1560,,317,42.08703,-85.83212,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:26:30,1590,,317,42.08675,-85.83235,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:27:00,1620,,317,42.08648,-85.83259,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:27:30,1650,,317,42.08618,-85.83282,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:28:00,1680,,317,42.08586,-85.83302,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:28:30,1710,,317,42.08556,-85.83328,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:29:00,1740,,317,42.08527,-85.83351,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:29:30,1770,,316,42.08497,-85.83372,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:30:00,1800,,316,42.08468,-85.83391,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:30:30,1830,,316,42.08438,-85.83409,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:31:00,1860,,316,42.08413,-85.83429,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:31:30,1890,,316,42.08393,-85.83466,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:32:00,1920,,316,42.08382,-85.83513,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:32:30,1950,,316,42.08366,-85.83556,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:33:00,1980,,316,42.08348,-85.83602,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:33:30,2010,,316,42.08332,-85.83646,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:34:00,2040,,316,42.08325,-85.83693,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:34:30,2070,,316,42.08336,-85.83743,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:35:00,2100,,316,42.08354,-85.83782,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:35:30,2130,,317,42.08372,-85.8382,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:36:00,2160,,317,42.08391,-85.83858,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:36:30,2190,,316,42.08424,-85.83886,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:37:00,2220,,316,42.08461,-85.83913,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:37:30,2250,,316,42.08495,-85.83945,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:38:00,2280,,316,42.08532,-85.83971,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:38:30,2310,,316,42.08571,-85.8399,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:39:00,2340,,316,42.08609,-85.84001,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:39:30,2370,,316,42.08629,-85.84001,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:40:00,2400,,316,42.08663,-85.83995,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:40:30,2430,,316,42.08698,-85.83988,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:41:00,2460,,316,42.0873,-85.83968,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:41:30,2490,,317,42.08765,-85.83953,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:42:00,2520,,317,42.08793,-85.83953,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:42:30,2550,,315,42.08823,-85.83965,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:43:00,2580,,314,42.08843,-85.83986,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:43:30,2610,,312,42.08861,-85.83997,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:44:00,2640,,310,42.08871,-85.84007,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:44:30,2670,,312,42.0888,-85.84016,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:45:00,2700,,310,42.08895,-85.84026,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:45:30,2730,,311,42.08907,-85.84031,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:46:00,2760,,311,42.08912,-85.84035,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:46:30,2790,,311,42.08918,-85.84035,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:47:00,2820,,311,42.08924,-85.84035,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:47:30,2850,,309,42.08924,-85.84038,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:48:00,2880,,280,42.0894,-85.84043,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:48:30,2910,,277,42.08957,-85.84049,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:49:00,2940,,275,42.08979,-85.84048,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:49:30,2970,,273,42.08988,-85.84048,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:50:00,3000,,263,42.09002,-85.84052,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:50:30,3030,,257,42.0902,-85.84066,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:51:00,3060,,252,42.09042,-85.84083,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:51:30,3090,,248,42.09076,-85.84087,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:52:00,3120,,247,42.09105,-85.84103,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:52:30,3150,,242,42.09132,-85.84125,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:53:00,3180,,237,42.09157,-85.84144,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:53:30,3210,,234,42.09195,-85.84145,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:54:00,3240,,233,42.09208,-85.84172,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:54:30,3270,,232,42.09206,-85.84179,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:55:00,3300,,233,42.09206,-85.8418,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:55:30,3330,,234,42.09203,-85.84191,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:56:00,3360,,233,42.09205,-85.84239,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:56:30,3390,,230,42.0921,-85.84289,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:57:00,3420,,227,42.09213,-85.84335,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:57:30,3450,,224,42.09188,-85.84334,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:58:00,3480,,231,42.09164,-85.84301,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:58:30,3510,,237,42.09141,-85.84261,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:59:00,3540,,234,42.09119,-85.84224,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,10:59:30,3570,,233,42.09101,-85.84205,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:00:00,3600,,232,42.09081,-85.84183,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:00:30,3660,,256,42.09048,-85.84142,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:01:00,3690,,253,42.09034,-85.84114,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:01:30,3720,,252,42.0903,-85.8412,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:02:00,3750,,253,42.09029,-85.84126,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:02:30,3780,,253,42.09005,-85.84098,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:03:00,3810,,276,42.08979,-85.84067,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:03:30,3840,,278,42.08947,-85.84049,NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:04:00,3870,,311,42.0891,-85.84035,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:04:30,3900,,310,42.08878,-85.84011,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:05:00,3930,,313,42.0884,-85.83977,Channel to NW Cove,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:05:30,3960,,315,42.08813,-85.83942,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:06:00,3990,,316,42.08801,-85.83896,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:06:30,4020,,317,42.08787,-85.83846,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:07:00,4050,,317,42.08777,-85.83797,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:07:30,4080,,317,42.08761,-85.83745,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:08:00,4110,,318,42.08754,-85.83694,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:08:30,4140,,317,42.08747,-85.83653,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:09:00,4170,,317,42.08741,-85.83602,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:09:30,4200,,316,42.08736,-85.83549,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:10:00,4230,,317,42.08731,-85.83492,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:10:30,4260,,317,42.08727,-85.83431,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:11:00,4290,,317,42.08728,-85.83374,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:11:30,4320,,317,42.08729,-85.83314,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:12:00,4350,,317,42.0873,-85.83252,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:12:30,4380,,317,42.08737,-85.83189,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:13:00,4410,,317,42.08747,-85.8314,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:13:30,4440,,317,42.08761,-85.83072,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:14:00,4470,,317,42.08775,-85.83014,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:14:30,4500,,317,42.08788,-85.82959,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:15:00,4530,,317,42.088,-85.82905,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:15:30,4560,,317,42.08812,-85.82854,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:16:00,4590,,317,42.08822,-85.82809,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:16:30,4620,,317,42.0884,-85.82758,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:17:00,4650,,317,42.08856,-85.82704,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:17:30,4680,,317,42.08867,-85.82656,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:18:00,4710,,317,42.08876,-85.82633,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:18:30,4740,,317,42.08893,-85.82625,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:19:00,4770,,317,42.08906,-85.82623,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:19:30,4800,,317,42.08916,-85.82616,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:20:00,4830,,320,42.08902,-85.82589,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:20:30,4860,,320,42.08898,-85.82575,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:21:00,4890,,320,42.08892,-85.82574,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:21:30,4920,,321,42.08893,-85.82571,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:22:00,4950,,321,42.08894,-85.82571,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:22:30,4980,,321,42.08894,-85.8257,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:23:00,5010,,321,42.08893,-85.8257,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:23:30,5040,,321,42.08895,-85.82571,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:24:00,5070,,326,42.08897,-85.82565,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:24:30,5100,,330,42.08896,-85.82573,Main Lake,
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:27:00,5250,,624,42.08886,-85.82529,CondStd,homemade standard
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:27:30,5280,,623,42.08887,-85.82536,CondStd,homemade standard
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:28:00,5310,,623,42.08888,-85.82539,CondStd,homemade standard
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:28:30,5340,,623,42.08889,-85.82535,CondStd,homemade standard
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:29:00,5370,,624,42.08891,-85.82529,CondStd,homemade standard
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:29:30,5400,,3,42.08892,-85.82553,Distilled Water,distilled water
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:30:00,5430,,3,42.08889,-85.82541,Distilled Water,distilled water
Cedar Lake,Van Buren,Michigan,kayak tour 2,D. McLaughlin,2020,4,6,4/6/20,11:30:30,5460,,3,42.08884,-85.8254,Distilled Water,distilled water
Cedar Lake,Van Buren,Michigan,Walking Stick 1,D. McLaughlin,2020,4,7,4/7/20,10:00:00,210,,1,42.08895,-85.82545,Probe in Air,
Cedar Lake,Van Buren,Michigan,Walking Stick 1,D. McLaughlin,2020,4,7,4/7/20,10:00:15,225,,0,42.08885,-85.82534,Probe in Air,
Cedar Lake,Van Buren,Michigan,Walking Stick 1,D. McLaughlin,2020,4,7,4/7/20,10:00:30,240,,0,42.08889,-85.82537,Probe in Air,
